#version,serial,flight,call,time,rssi,lqi,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop
6, 11224, 1,KE9ERI,     0.00, -99,  14, 3,   boost,  125.53,  99505.00,  152.61,   19.58,    0.00, 23.4, 8.04, 8.10, 3.87, 137.52,  -1.75,   0.03, -58.96,  29.60,   2.69,   0.13,  -0.26,   0.13,   6.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.29, -79,   7, 3,   boost,  125.53,  99505.00,  152.61,   19.58,    0.00, 23.4, 8.04, 8.10, 3.87, 137.52,  -1.75,   0.03, -58.96,  29.60,   2.69,   0.13,  -0.26,   0.13,   6.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.32, -95,  12, 3,   boost,  125.53,  99505.00,  152.61,   19.58,    0.00, 23.4, 8.04, 8.10, 3.87, 137.52,  -1.75,   0.03, -58.96,  29.60,   2.69,   0.13,  -0.26,   0.13,   6.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.40, -92,   9, 3,   boost,  125.53,  99505.00,  152.61,   19.58,    0.00, 23.4, 8.04, 8.10, 3.87, 137.52,  -1.75,   0.03, -58.96,  29.60,   2.69,   0.13,  -0.26,   0.13,   6.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.43, -90,   6, 3,   boost,  125.53,  99505.00,  152.61,   19.58,    0.00, 23.4, 8.04, 8.10, 3.87, 137.52,  -1.75,   0.03, -58.96,  29.60,   2.69,   0.13,  -0.26,   0.13,   6.00, 8.09, 0.00, 0.00, 8.04, 8.10, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.43, -87,   8, 3,   boost,  125.53,  99505.00,  152.61,   19.58,    0.00, 23.4, 8.04, 8.10, 3.87, 137.52,  -1.75,   0.03, -58.96,  29.60,   2.69,   0.13,  -0.26,   0.13,   6.00, 8.09, 0.00, 0.00, 8.04, 8.10, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.51, -86,  12, 3,   boost,  129.94,  99470.00,  155.57,   22.54,   13.89, 23.4, 8.04, 8.10, 3.87, 140.48,  -2.25,   1.27, -42.42,  40.28,   0.31,   0.11,  -0.24,   0.08,  10.00, 8.09, 0.00, 0.00, 8.04, 8.10, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.54, -84,   6, 3,   boost,  129.94,  99470.00,  155.57,   22.54,   13.89, 23.4, 8.04, 8.10, 3.87, 140.48,  -2.25,   1.27, -42.42,  40.28,   0.31,   0.11,  -0.24,   0.08,  10.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.62, -82,   9, 3,   boost,  132.39,  99397.00,  161.74,   28.71,   27.97, 23.4, 8.04, 8.10, 3.87, 143.66,  -2.38,   1.65, -30.40,  37.05,  -0.55,   0.10,  -0.22,   0.03,  14.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.65, -81,   8, 3,   boost,  132.39,  99397.00,  161.74,   28.71,   27.97, 23.4, 8.04, 8.10, 3.87, 143.66,  -2.38,   1.65, -30.40,  37.05,  -0.55,   0.10,  -0.22,   0.03,  14.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.73, -79,   6, 3,   boost,  134.35,  99316.00,  168.59,   35.56,   42.06, 23.4, 8.04, 8.10, 3.87, 146.47,  -2.49,   4.36,  -3.30,  23.56,  -1.10,   0.08,  -0.21,   0.00,  17.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.76, -79,   7, 3,   boost,  134.35,  99316.00,  168.59,   35.56,   42.06, 23.4, 8.04, 8.10, 3.87, 146.47,  -2.49,   4.36,  -3.30,  23.56,  -1.10,   0.08,  -0.21,   0.00,  17.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.84, -79,   7, 3,   boost,  135.82,  99230.00,  175.87,   42.84,   56.14, 23.4, 8.04, 8.10, 3.87, 148.41,  -2.90,   7.36,   9.58,   3.23,  -1.40,   0.07,  -0.21,  -0.00,  19.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.87, -78,  16, 3,   boost,  135.82,  99230.00,  175.87,   42.84,   56.14, 23.4, 8.04, 8.10, 3.87, 148.41,  -2.90,   7.36,   9.58,   3.23,  -1.40,   0.07,  -0.21,  -0.00,  19.00, 8.08, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.95, -78,   6, 3,   boost,  135.33,  99095.00,  187.31,   54.27,   70.23, 23.4, 8.04, 8.10, 3.87, 149.22,  -2.56,   5.29,   5.31, -11.66,   2.08,   0.08,  -0.22,   0.01,  18.00, 8.08, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     0.98, -78,   6, 3,   boost,  135.33,  99095.00,  187.31,   54.27,   70.23, 23.4, 8.10, 8.10, 3.87, 149.22,  -2.56,   5.29,   5.31, -11.66,   2.08,   0.08,  -0.22,   0.01,  18.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.06, -77,   8, 3,   boost,  136.80,  98903.00,  203.59,   70.56,   84.49, 23.4, 8.10, 8.10, 3.87, 149.52,  -2.82,   1.74,  -4.15, -28.75,   2.14,   0.09,  -0.22,   0.02,  16.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.09, -76,   7, 3,   boost,  136.80,  98903.00,  203.59,   70.56,   84.49, 23.4, 8.10, 8.10, 3.87, 149.52,  -2.82,   1.74,  -4.15, -28.75,   2.14,   0.09,  -0.22,   0.02,  16.00, 8.09, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.17, -78,   8, 3,   boost,  138.27,  98710.00,  219.99,   86.95,   99.10, 23.4, 8.10, 8.10, 3.87, 148.84,  -3.05,  -1.44, -30.64, -14.40,   3.42,   0.10,  -0.21,   0.04,  13.00, 8.09, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.20, -78,  11, 3,   boost,  138.27,  98710.00,  219.99,   86.95,   99.10, 23.4, 8.10, 8.10, 3.87, 148.84,  -3.05,  -1.44, -30.64, -14.40,   3.42,   0.10,  -0.21,   0.04,  13.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.28, -79,   5, 3,   boost,  136.31,  98470.00,  240.41,  107.38,  113.79, 23.4, 8.10, 8.10, 3.87, 147.41,  -4.65,   0.37, -33.81,  17.09,   1.04,   0.10,  -0.20,   0.02,  13.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.29, -90,  12, 3,   boost,  136.31,  98470.00,  240.41,  107.38,  113.79, 23.4, 8.10, 8.10, 3.87, 147.41,  -4.65,   0.37, -33.81,  17.09,   1.04,   0.10,  -0.20,   0.02,  13.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.31, -79,   6, 3,   boost,  136.31,  98470.00,  240.41,  107.38,  113.79, 23.4, 8.04, 8.10, 3.87, 147.41,  -4.65,   0.37, -33.81,  17.09,   1.04,   0.10,  -0.20,   0.02,  13.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.39, -80,   9, 3,   boost,  132.39,  98359.00,  249.88,  116.84,  128.09, 23.4, 8.04, 8.10, 3.87, 145.30,  -3.74,   2.20, -41.56,  19.96,  -5.13,   0.09,  -0.18,  -0.00,  15.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.42, -82,   5, 3,   boost,  132.39,  98359.00,  249.88,  116.84,  128.09, 23.4, 8.04, 8.10, 3.87, 145.30,  -3.74,   2.20, -41.56,  19.96,  -5.13,   0.09,  -0.18,  -0.00,  15.00, 8.09, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.42, -83,   7, 3,   boost,  132.39,  98359.00,  249.88,  116.84,  128.09, 23.4, 8.04, 8.10, 3.87, 145.30,  -3.74,   2.20, -41.56,  19.96,  -5.13,   0.09,  -0.18,  -0.00,  15.00, 8.09, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.50, -84,   6, 3,   boost,  127.98,  98227.00,  261.14,  128.10,  141.82, 23.4, 8.04, 8.10, 3.87, 143.14,  -2.55,   5.58, -58.29,   2.75,  -3.66,   0.08,  -0.15,  -0.02,  17.00, 8.09, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.53, -87,   8, 3,   boost,  127.98,  98227.00,  261.14,  128.10,  141.82, 23.4, 8.04, 8.10, 3.87, 143.14,  -2.55,   5.58, -58.29,   2.75,  -3.66,   0.08,  -0.15,  -0.02,  17.00, 8.10, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.61, -87,   5, 3,   boost,  129.45,  98059.00,  275.49,  142.45,  155.35, 23.4, 8.04, 8.10, 3.87, 139.72,  -2.11,   3.30, -67.81, -11.35,   4.82,   0.09,  -0.12,  -0.02,  16.00, 8.10, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.64, -86,   7, 3,   boost,  129.45,  98059.00,  275.49,  142.45,  155.35, 23.4, 8.04, 8.10, 3.87, 139.72,  -2.11,   3.30, -67.81, -11.35,   4.82,   0.09,  -0.12,  -0.02,  16.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.72, -84,   7, 3,   boost,  124.05,  97782.00,  299.19,  166.16,  168.74, 23.4, 8.04, 8.10, 3.87, 136.40,  -3.36,  -1.44, -57.31,  -4.94,   6.53,   0.09,  -0.09,  -0.02,  15.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.75, -85,   6, 3,   boost,  124.05,  97782.00,  299.19,  166.16,  168.74, 23.4, 8.04, 8.10, 3.87, 136.40,  -3.36,  -1.44, -57.31,  -4.94,   6.53,   0.09,  -0.09,  -0.02,  15.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.83, -85,   7, 3,   boost,  121.11,  97542.00,  319.78,  186.74,  181.73, 23.4, 8.04, 8.10, 3.87, 133.33,  -3.63,  -1.65, -28.87,   3.23,  -7.20,   0.09,  -0.07,  -0.02,  15.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.86, -86,  11, 3,   boost,  121.11,  97542.00,  319.78,  186.74,  181.73, 23.4, 8.10, 8.10, 3.87, 133.33,  -3.63,  -1.65, -28.87,   3.23,  -7.20,   0.09,  -0.07,  -0.02,  15.00, 8.07, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.94, -86,   6, 3,   boost,  117.19,  97331.00,  337.90,  204.87,  194.35, 23.4, 8.10, 8.10, 3.87, 129.59,  -2.31,   1.11, -34.48,   7.14,  -3.60,   0.09,  -0.05,  -0.03,  15.00, 8.07, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     1.97, -87,  11, 3,   boost,  117.19,  97331.00,  337.90,  204.87,  194.35, 23.4, 8.04, 8.10, 3.87, 129.59,  -2.31,   1.11, -34.48,   7.14,  -3.60,   0.09,  -0.05,  -0.03,  15.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.05, -86,   6, 3,   boost,  115.72,  97192.00,  349.87,  216.83,  206.66, 23.4, 8.04, 8.10, 3.87, 126.15,  -3.13,   2.05, -56.03,  -0.18,   5.43,   0.09,  -0.02,  -0.03,  16.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.08, -86,  10, 3,   boost,  115.72,  97192.00,  349.87,  216.83,  206.66, 23.4, 8.04, 8.10, 3.87, 126.15,  -3.13,   2.05, -56.03,  -0.18,   5.43,   0.09,  -0.02,  -0.03,  16.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.16, -85,   6, 3,   boost,  110.32,  97034.00,  363.48,  230.44,  218.60, 23.4, 8.04, 8.10, 3.87, 122.41,  -3.10,  -0.19, -52.67,  -3.05,  -0.12,   0.09,   0.00,  -0.02,  15.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.19, -86,   7, 3,   boost,  110.32,  97034.00,  363.48,  230.44,  218.60, 23.4, 8.04, 8.10, 3.87, 122.41,  -3.10,  -0.19, -52.67,  -3.05,  -0.12,   0.09,   0.00,  -0.02,  15.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.27, -87,   9, 3,   boost,  105.91,  96910.00,  374.17,  241.14,  230.02, 23.4, 8.04, 8.10, 3.87, 118.56,  -2.79,  -0.04, -56.70,   4.64,  -0.37,   0.09,   0.02,  -0.01,  16.00, 8.08, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.30, -87,  10, 3,   boost,  105.91,  96910.00,  374.17,  241.14,  230.02, 23.4, 8.04, 8.10, 3.87, 118.56,  -2.79,  -0.04, -56.70,   4.64,  -0.37,   0.09,   0.02,  -0.01,  16.00, 8.07, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.38, -88,   9, 3,   boost,  103.95,  96869.00,  377.71,  244.68,  241.07, 23.4, 8.04, 8.10, 3.87, 113.81,  -3.13,   1.06, -87.04,   4.64,   2.93,   0.09,   0.06,   0.01,  16.00, 8.07, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.41, -89,  16, 3,   boost,  103.95,  96869.00,  377.71,  244.68,  241.07, 23.4, 8.04, 8.10, 3.87, 113.81,  -3.13,   1.06, -87.04,   4.64,   2.93,   0.09,   0.06,   0.01,  16.00, 8.08, 0.00, 0.00, 8.04, 8.10, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.49, -91,  13, 3,   boost,   90.71,  96903.00,  374.78,  241.74,  251.32, 23.4, 8.04, 8.10, 3.87, 106.98,  -1.24,  -0.26,-107.42,   0.18,  -2.81,   0.09,   0.11,   0.04,  16.00, 8.08, 0.00, 0.00, 8.04, 8.10, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.52, -91,  10, 3,   boost,   90.71,  96903.00,  374.78,  241.74,  251.32, 23.4, 8.04, 8.10, 3.87, 106.98,  -1.24,  -0.26,-107.42,   0.18,  -2.81,   0.09,   0.11,   0.04,  16.00, 8.09, 0.00, 0.00, 8.04, 8.10, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.52, -88,   7, 3,   boost,   90.71,  96903.00,  374.78,  241.74,  251.32, 23.4, 8.04, 8.10, 3.87, 106.98,  -1.24,  -0.26,-107.42,   0.18,  -2.81,   0.09,   0.11,   0.04,  16.00, 8.09, 0.00, 0.00, 8.04, 8.10, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.60, -87,   7, 3,   boost,   35.79,  97204.00,  348.83,  215.80,  257.98, 23.4, 8.04, 8.10, 3.87,  64.40,  -2.98,  -4.91, -57.31,   0.06,   3.66,   0.09,   0.13,   0.08,  15.00, 8.09, 0.00, 0.00, 8.04, 8.10, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.63, -90,   6, 3,   boost,   35.79,  97204.00,  348.83,  215.80,  257.98, 23.4, 8.10, 8.10, 3.87,  64.40,  -2.98,  -4.91, -57.31,   0.06,   3.66,   0.09,   0.13,   0.08,  15.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.71, -81,   8, 3,   boost,  -27.46,  97677.00,  308.19,  175.16,  258.39, 23.4, 8.10, 8.10, 3.87, -16.96,  -0.37,  -2.21, -33.08,  -9.03,  -5.25,   0.10,   0.15,   0.09,  16.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.74, -83,   8, 3,   boost,  -27.46,  97677.00,  308.19,  175.16,  258.39, 23.4, 8.04, 8.10, 3.87, -16.96,  -0.37,  -2.21, -33.08,  -9.03,  -5.25,   0.10,   0.15,   0.09,  16.00, 8.07, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.82, -80,   9, 3,   boost,  -43.15,  97549.00,  319.17,  186.14,  254.62, 23.4, 8.04, 8.10, 3.87, -28.26,   1.10,  -3.16, -37.72, -17.03,   9.52,   0.10,   0.15,   0.11,  16.00, 8.07, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.85, -81,   5, 4,    fast,  -43.15,  97549.00,  319.17,  186.14,  254.62, 23.4, 8.10, 8.10, 3.87, -28.26,   1.10,  -3.16, -37.72, -17.03,   9.52,   0.10,   0.15,   0.11,  16.00, 8.09, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.93, -79,   5, 4,    fast,  -34.32,  96698.00,  392.49,  259.45,  250.48, 23.4, 8.10, 8.10, 3.87, -26.65,   1.03,  -6.25, -26.73,  -3.11,  -2.20,   0.10,   0.16,   0.13,  16.00, 8.09, 0.00, 0.00, 8.10, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 11224, 1,KE9ERI,     2.96, -78,   6, 4,    fast,  -34.32,  96698.00,  392.49,  259.45,  250.48, 23.4, 8.04, 8.10, 3.87, -26.65,   1.03,  -6.25, -26.73,  -3.11,  -2.20,   0.10,   0.16,   0.13,  16.00, 8.09, 0.00, 0.00, 8.04, 8.04, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
