# Time (s), ω1 (rad/s), ω2 (rad/s), ω3 (rad/s), α1 (rad/s²), α2 (rad/s²), α3 (rad/s²), Vx (m/s), Vy (m/s), Vz (m/s), X (m), Y (m), Z (m), e0, e1, e2, e3
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,223.997955,0.999048,-0.043619,0.000000,0.000000
0.000040,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,223.997955,0.999048,-0.043619,0.000000,0.000000
0.000080,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,223.997955,0.999048,-0.043619,0.000000,-0.000000
0.000845,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,223.997955,0.999048,-0.043619,-0.000000,-0.000000
0.001609,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000129,0.001471,0.000000,0.000000,223.997956,0.999048,-0.043619,0.000000,0.000000
0.002708,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000697,0.007962,0.000000,0.000001,223.997962,0.999048,-0.043619,-0.000000,0.000000
0.003808,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.002030,0.023205,0.000000,0.000002,223.997979,0.999048,-0.043619,-0.000000,0.000000
0.004907,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.004129,0.047199,-0.000000,0.000005,223.998017,0.999048,-0.043619,0.000000,-0.000000
0.015899,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.067256,0.768738,-0.000000,0.000324,224.001660,0.999048,-0.043619,0.000000,0.000000
0.016091,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.069035,0.789078,0.000000,0.000337,224.001811,0.999048,-0.043619,0.000000,0.000000
0.016282,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.070813,0.809400,-0.000000,0.000351,224.001966,0.999048,-0.043619,0.000000,0.000000
0.016474,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.072590,0.829705,0.000000,0.000365,224.002125,0.999048,-0.043619,0.000000,0.000000
0.016665,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.074365,0.849993,0.000000,0.000379,224.002288,0.999048,-0.043619,0.000000,0.000000
0.016857,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.076138,0.870264,0.000000,0.000394,224.002455,0.999048,-0.043619,-0.000000,0.000000
0.017240,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.079682,0.910770,0.000000,0.000423,224.002796,0.999048,-0.043619,0.000000,0.000000
0.017623,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.083220,0.951207,0.000000,0.000455,224.003153,0.999048,-0.043619,-0.000000,0.000000
0.018006,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.086752,0.991575,0.000000,0.000487,224.003525,0.999048,-0.043619,0.000000,-0.000000
0.021838,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.121735,1.391440,0.000000,0.000887,224.008090,0.999048,-0.043619,-0.000000,0.000000
0.025669,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.156112,1.784372,0.000000,0.001419,224.014174,0.999048,-0.043619,0.000000,0.000000
0.029501,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.189882,2.170363,0.000000,0.002082,224.021750,0.999048,-0.043619,0.000000,0.000000
0.040000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.279304,3.192462,0.000000,0.004550,224.049957,0.999048,-0.043619,-0.000000,0.000000
0.050499,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.364711,4.168661,0.000000,0.007934,224.088640,0.999048,-0.043619,-0.000000,0.000000
0.058537,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.429049,4.904055,-0.000000,0.011124,224.125109,0.999048,-0.043619,0.000000,-0.000000
0.065008,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.481467,5.503192,0.000000,0.014070,224.158776,0.999048,-0.043619,-0.000000,0.000000
0.071479,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.534272,6.106762,0.000000,0.017356,224.196337,0.999048,-0.043619,0.000000,0.000000
0.077950,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.587479,6.714913,0.000000,0.020985,224.237818,0.999048,-0.043619,0.000000,-0.000000
0.080000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.604421,6.908558,0.000000,0.022207,224.251784,0.999048,-0.043619,0.000000,0.000000
0.082050,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.621402,7.102663,0.000000,0.023464,224.266147,0.999048,-0.043619,0.000000,0.000000
0.084100,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.638425,7.297228,0.000000,0.024755,224.280908,0.999048,-0.043619,0.000000,-0.000000
0.086151,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.655487,7.492253,-0.000000,0.026082,224.296069,0.999048,-0.043619,0.000000,0.000000
0.090251,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.689733,7.883684,0.000000,0.028840,224.327593,0.999048,-0.043619,-0.000000,-0.000000
0.094352,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.724140,8.276956,0.000000,0.031738,224.360725,0.999048,-0.043619,0.000000,0.000000
0.098452,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.758708,8.672070,0.000000,0.034778,224.395474,0.999048,-0.043619,-0.000000,0.000000
0.102553,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.793437,9.069027,0.000000,0.037961,224.431847,0.999048,-0.043619,0.000000,0.000000
0.120000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.942799,10.776245,-0.000000,0.053103,224.604926,0.999048,-0.043619,0.000000,-0.000000
0.137447,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,1.094331,12.508259,0.000000,0.070871,224.808016,0.999048,-0.043619,-0.000000,0.000000
0.154895,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.247754,14.261889,-0.000000,0.091300,225.041519,0.999048,-0.043619,0.000000,-0.000000
0.160000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,1.293012,14.779195,-0.000000,0.097786,225.115650,0.999048,-0.043619,0.000000,-0.000000
0.165105,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,1.338436,15.298391,0.000000,0.104503,225.192427,0.999048,-0.043619,-0.000000,0.000000
0.170211,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,1.384025,15.819478,-0.000000,0.111452,225.271859,0.999048,-0.043619,0.000000,0.000000
0.175316,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,1.429747,16.342085,0.000000,0.118635,225.353955,0.999048,-0.043619,-0.000000,0.000000
0.185062,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,1.517133,17.340910,-0.000000,0.132995,225.518095,0.999048,-0.043619,0.000000,-0.000000
0.194808,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,1.604459,18.339048,-0.000000,0.148207,225.691968,0.999048,-0.043619,0.000000,0.000000
0.200000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,1.650967,18.870635,0.000000,0.156657,225.788557,0.999048,-0.043619,0.000000,0.000000
0.205192,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,1.697456,19.402006,0.000000,0.165349,225.887906,0.999048,-0.043619,-0.000000,0.000000
0.210383,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1.743898,19.932845,-0.000000,0.174282,225.990013,0.999048,-0.043619,-0.000000,0.000000
0.215575,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.790284,20.463036,-0.000000,0.183457,226.094874,0.999048,-0.043619,0.000000,0.000000
0.240000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,2.007765,22.948860,0.000000,0.229840,226.625043,0.999048,-0.043619,-0.000000,0.000000
0.264425,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,2.223920,25.419523,0.000000,0.281520,227.215743,0.999048,-0.043619,-0.000000,-0.000000
0.280000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,2.360817,26.984262,-0.000000,0.317223,227.623836,0.999048,-0.043619,-0.000000,-0.000000
0.295575,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,2.496740,28.537864,0.000000,0.355052,228.056213,0.999048,-0.043619,0.000000,0.000000
0.311150,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,2.631681,30.080254,0.000000,0.394989,228.512699,0.999048,-0.043619,0.000000,-0.000000
0.320000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,2.707920,30.951664,0.000000,0.418617,228.782775,0.999048,-0.043619,0.000000,0.000000
0.328850,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,2.783838,31.819414,-0.000000,0.442919,229.060544,0.999048,-0.043619,-0.000000,0.000000
0.332526,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,2.815283,32.178834,0.000000,0.453210,229.178168,0.999048,-0.043619,-0.000000,0.000000
0.332886,-0.000140,-0.000175,0.000057,-0.390341,-0.486968,0.158659,0.000083,2.818597,32.213952,0.000000,0.454224,229.189758,0.999048,-0.043619,-0.000000,0.000000
0.333246,-0.000281,-0.000351,0.000114,-0.390895,-0.487339,0.158594,0.000167,2.821910,32.249065,0.000000,0.455239,229.201361,0.999048,-0.043619,-0.000000,0.000000
0.347542,-0.006020,-0.007410,0.002361,-0.411892,-0.500310,0.155749,0.003499,2.953483,33.643932,0.000026,0.496523,229.672376,0.999047,-0.043642,-0.000027,0.000010
0.360000,-0.011253,-0.013694,0.004284,-0.428231,-0.508392,0.152883,0.006363,3.068088,34.859175,0.000088,0.534031,230.099085,0.999045,-0.043696,-0.000092,0.000034
0.372458,-0.016675,-0.020056,0.006139,-0.442323,-0.513044,0.144906,0.009059,3.182772,36.074427,0.000184,0.572968,230.540934,0.999041,-0.043783,-0.000196,0.000071
0.384916,-0.022257,-0.026453,0.007924,-0.453747,-0.513849,0.141640,0.011461,3.297637,37.289650,0.000312,0.613335,230.997922,0.999036,-0.043904,-0.000339,0.000121
0.400000,-0.029174,-0.034168,0.010028,-0.463391,-0.509100,0.137454,0.013784,3.437113,38.760914,0.000502,0.664128,231.571488,0.999027,-0.044097,-0.000564,0.000198
0.415084,-0.036196,-0.041758,0.012031,-0.467715,-0.497421,0.128072,0.015252,3.577209,40.232037,0.000721,0.717029,232.167245,0.999016,-0.044344,-0.000846,0.000294
0.430168,-0.043237,-0.049116,0.013931,-0.465955,-0.478182,0.123892,0.015628,3.718131,41.702958,0.000954,0.772050,232.785191,0.999002,-0.044643,-0.001184,0.000407
0.440000,-0.047795,-0.053735,0.015136,-0.461176,-0.461289,0.121149,0.015181,3.810531,42.661644,0.001105,0.809062,233.199944,0.998992,-0.044866,-0.001434,0.000489
0.449832,-0.052291,-0.058170,0.016290,-0.453311,-0.440824,0.113529,0.014104,3.903431,43.620201,0.001249,0.846986,233.624122,0.998980,-0.045112,-0.001705,0.000578
0.459665,-0.056693,-0.062385,0.017394,-0.442183,-0.416683,0.111042,0.012335,3.996892,44.578608,0.001379,0.885825,234.057725,0.998968,-0.045380,-0.001998,0.000674
0.477632,-0.064376,-0.069389,0.019349,-0.413019,-0.362979,0.106577,0.007089,4.169345,46.329506,0.001554,0.959188,234.874413,0.998941,-0.045923,-0.002582,0.000864
0.480000,-0.065348,-0.070239,0.019600,-0.408276,-0.354947,0.105999,0.006195,4.192242,46.560207,0.001569,0.969088,234.984389,0.998937,-0.046000,-0.002664,0.000891
0.482368,-0.066309,-0.071070,0.019845,-0.403319,-0.346696,0.100766,0.005250,4.215182,46.790896,0.001583,0.979042,235.094912,0.998934,-0.046077,-0.002746,0.000918
0.484736,-0.067258,-0.071881,0.020083,-0.398150,-0.338226,0.100259,0.004254,4.238166,47.021573,0.001594,0.989050,235.205980,0.998930,-0.046156,-0.002830,0.000945
0.487018,-0.068161,-0.072643,0.020311,-0.392965,-0.329857,0.099773,0.003244,4.260359,47.243885,0.001603,0.998747,235.313544,0.998926,-0.046234,-0.002911,0.000972
0.489300,-0.069051,-0.073386,0.020539,-0.387580,-0.321287,0.099290,0.002185,4.282595,47.466186,0.001609,1.008495,235.421615,0.998922,-0.046312,-0.002993,0.000999
0.491582,-0.069930,-0.074109,0.020765,-0.381995,-0.312516,0.098809,0.001076,4.304874,47.688473,0.001613,1.018294,235.530194,0.998918,-0.046391,-0.003076,0.001026
0.514404,-0.077923,-0.080157,0.022966,-0.315029,-0.214009,0.094151,-0.012882,4.530105,49.909996,0.001488,1.119099,236.643868,0.998875,-0.047235,-0.003947,0.001314
0.520000,-0.079632,-0.081279,0.023490,-0.295523,-0.186980,0.093056,-0.017143,4.586052,50.454262,0.001404,1.144608,236.924703,0.998864,-0.047455,-0.004170,0.001388
0.525596,-0.081229,-0.082248,0.023997,-0.274827,-0.158900,0.087599,-0.021747,4.642296,50.998305,0.001296,1.170430,237.208582,0.998852,-0.047680,-0.004395,0.001465
0.541422,-0.085078,-0.084103,0.025430,-0.210001,-0.074171,0.084380,-0.036678,4.803033,52.535608,0.000837,1.245168,238.027859,0.998817,-0.048337,-0.005045,0.001689
0.557249,-0.087832,-0.084565,0.026781,-0.136428,0.017321,0.081773,-0.054515,4.966378,54.071028,0.000119,1.322472,238.871449,0.998780,-0.049021,-0.005704,0.001924
0.560000,-0.088189,-0.084495,0.027006,-0.122808,0.033800,0.081411,-0.057920,4.995053,54.337757,-0.000036,1.336175,239.020583,0.998773,-0.049142,-0.005818,0.001966
0.562751,-0.088508,-0.084379,0.027223,-0.108957,0.050424,0.077083,-0.061416,5.023811,54.604426,-0.000200,1.349958,239.170450,0.998766,-0.049264,-0.005933,0.002008
0.565503,-0.088788,-0.084217,0.027436,-0.094873,0.067194,0.076811,-0.065002,5.052654,54.871036,-0.000374,1.363819,239.321050,0.998759,-0.049385,-0.006047,0.002051
0.568254,-0.089030,-0.084009,0.027647,-0.080585,0.084075,0.076554,-0.068679,5.081582,55.137586,-0.000558,1.377761,239.472384,0.998753,-0.049507,-0.006161,0.002094
0.582409,-0.089635,-0.082198,0.028685,-0.003973,0.172445,0.075700,-0.089023,5.231767,56.508020,-0.001671,1.450753,240.262584,0.998717,-0.050140,-0.006741,0.002318
0.596565,-0.089126,-0.079127,0.029717,0.076934,0.262121,0.074782,-0.111742,5.384246,57.876808,-0.003089,1.525888,241.072172,0.998680,-0.050772,-0.007303,0.002549
0.600000,-0.088827,-0.078189,0.029973,0.097057,0.283866,0.074465,-0.117609,5.421597,58.208718,-0.003483,1.544447,241.271556,0.998671,-0.050925,-0.007435,0.002606
0.603435,-0.088459,-0.077177,0.030222,0.117326,0.305548,0.070877,-0.123613,5.459086,58.540538,-0.003897,1.563136,241.472079,0.998662,-0.051077,-0.007566,0.002663
0.606870,-0.088021,-0.076090,0.030467,0.137718,0.327135,0.070649,-0.129752,5.496715,58.872294,-0.004332,1.581953,241.673742,0.998654,-0.051228,-0.007695,0.002721
0.610305,-0.087513,-0.074929,0.030709,0.158207,0.348599,0.070443,-0.136025,5.534485,59.204000,-0.004789,1.600899,241.876544,0.998645,-0.051379,-0.007823,0.002779
0.622536,-0.085131,-0.070206,0.031554,0.231573,0.423561,0.069877,-0.159418,5.670095,60.384617,-0.006594,1.669420,242.607894,0.998613,-0.051907,-0.008258,0.002987
0.634767,-0.081853,-0.064587,0.032395,0.304642,0.495137,0.069293,-0.184401,5.807454,61.564638,-0.008695,1.739609,243.353679,0.998583,-0.052417,-0.008662,0.003200
0.640000,-0.080179,-0.061920,0.032756,0.335480,0.524343,0.068992,-0.195551,5.866742,62.069288,-0.009689,1.770152,243.677138,0.998570,-0.052629,-0.008823,0.003292
0.645233,-0.078344,-0.059102,0.033110,0.365911,0.552531,0.066617,-0.206962,5.926335,62.573827,-0.010742,1.801005,244.003238,0.998557,-0.052837,-0.008977,0.003384
0.650465,-0.076351,-0.056139,0.033460,0.395826,0.579581,0.066415,-0.218625,5.986226,63.078251,-0.011855,1.832172,244.331977,0.998545,-0.053039,-0.009124,0.003478
0.655698,-0.074203,-0.053039,0.033807,0.425105,0.605369,0.066233,-0.230528,6.046409,63.582557,-0.013030,1.863652,244.663356,0.998533,-0.053236,-0.009263,0.003571
0.673569,-0.065760,-0.041513,0.034975,0.518787,0.682382,0.065751,-0.272811,6.254028,65.304021,-0.017523,1.973557,245.815023,0.998494,-0.053863,-0.009672,0.003895
0.680000,-0.062325,-0.037050,0.035396,0.549439,0.705232,0.065527,-0.288577,6.329486,65.923186,-0.019328,2.014022,246.237011,0.998481,-0.054069,-0.009792,0.004013
0.686431,-0.058698,-0.032449,0.035816,0.578117,0.725172,0.065033,-0.304590,6.405303,66.542164,-0.021235,2.054973,246.662982,0.998469,-0.054264,-0.009899,0.004131
0.692863,-0.054894,-0.027729,0.036234,0.604609,0.742010,0.064817,-0.320819,6.481458,67.160958,-0.023246,2.096413,247.092932,0.998458,-0.054448,-0.009990,0.004250
0.699294,-0.050927,-0.022912,0.036650,0.628697,0.755555,0.064607,-0.337235,6.557927,67.779568,-0.025362,2.138344,247.526862,0.998447,-0.054618,-0.010065,0.004370
0.716946,-0.039340,-0.009370,0.037785,0.680816,0.774485,0.064074,-0.383008,6.769346,69.477724,-0.031717,2.255966,248.738284,0.998422,-0.055020,-0.010192,0.004702
0.720000,-0.037251,-0.007004,0.037980,0.687531,0.774873,0.063982,-0.391001,6.806136,69.771669,-0.032899,2.276695,248.950912,0.998419,-0.055078,-0.010202,0.004760
0.723054,-0.035142,-0.004638,0.038179,0.693519,0.774376,0.066244,-0.399007,6.842984,70.065689,-0.034106,2.297537,249.164438,0.998415,-0.055134,-0.010207,0.004818
0.726108,-0.033016,-0.002275,0.038380,0.698760,0.772982,0.066074,-0.407022,6.879887,70.359787,-0.035336,2.318491,249.378862,0.998412,-0.055187,-0.010210,0.004876
0.729162,-0.030875,0.000083,0.038583,0.703239,0.770682,0.065892,-0.415043,6.916842,70.653962,-0.036592,2.339558,249.594185,0.998409,-0.055236,-0.010208,0.004934
0.732216,-0.028721,0.002431,0.038784,0.706938,0.767465,0.065717,-0.423065,6.953846,70.948215,-0.037871,2.360738,249.810406,0.998406,-0.055282,-0.010203,0.004992
0.745812,-0.019047,0.012713,0.039675,0.713571,0.741863,0.064991,-0.458704,7.119100,72.259226,-0.043866,2.456408,250.783960,0.998396,-0.055447,-0.010138,0.005254
0.759409,-0.009397,0.022519,0.040554,0.703338,0.697608,0.064378,-0.493970,7.284961,73.571814,-0.050342,2.554329,251.775350,0.998391,-0.055547,-0.010004,0.005519
0.760000,-0.008982,0.022931,0.040592,0.702492,0.695255,0.064353,-0.495490,7.292185,73.628947,-0.050635,2.558639,251.818880,0.998391,-0.055550,-0.009996,0.005530
0.760591,-0.008566,0.023341,0.040632,0.701613,0.692867,0.070152,-0.497009,7.299409,73.686083,-0.050928,2.562954,251.862444,0.998390,-0.055553,-0.009989,0.005542
0.761183,-0.008152,0.023751,0.040673,0.700701,0.690444,0.070087,-0.498527,7.306634,73.743222,-0.051223,2.567274,251.906042,0.998390,-0.055556,-0.009981,0.005554
0.761774,-0.007737,0.024158,0.040715,0.699754,0.687985,0.070015,-0.500043,7.313860,73.800364,-0.051518,2.571597,251.949673,0.998390,-0.055558,-0.009974,0.005565
0.767689,-0.003634,0.028147,0.041133,0.688456,0.661513,0.069238,-0.515119,7.386133,74.371944,-0.054520,2.615068,252.387846,0.998389,-0.055577,-0.009890,0.005681
0.773603,0.000391,0.031967,0.041542,0.673787,0.631622,0.068583,-0.530022,7.458424,74.943816,-0.057610,2.658966,252.829401,0.998389,-0.055583,-0.009794,0.005799
0.779517,0.004318,0.035600,0.041947,0.655732,0.598367,0.067990,-0.544728,7.530711,75.515979,-0.060788,2.703292,253.274339,0.998390,-0.055578,-0.009688,0.005916
0.789828,0.010880,0.041436,0.042642,0.616152,0.532575,0.067097,-0.569838,7.656657,76.514167,-0.066535,2.781588,254.058106,0.998393,-0.055542,-0.009477,0.006123
0.800000,0.016910,0.046488,0.043319,0.567223,0.458557,0.066331,-0.593846,7.780708,77.499822,-0.072454,2.860101,254.841412,0.998397,-0.055475,-0.009241,0.006330
0.810172,0.022394,0.050746,0.044041,0.508928,0.376428,0.075023,-0.616968,7.904383,78.485919,-0.078612,2.939875,255.634745,0.998404,-0.055379,-0.008981,0.006539
0.820344,0.027239,0.054130,0.044784,0.441889,0.287289,0.073257,-0.639103,8.027523,79.472031,-0.085001,3.020904,256.438109,0.998411,-0.055256,-0.008701,0.006751
0.830516,0.031361,0.056578,0.045522,0.366927,0.192432,0.071500,-0.660170,8.150008,80.457963,-0.091610,3.103182,257.251503,0.998421,-0.055111,-0.008406,0.006966
0.840000,0.034487,0.057971,0.046196,0.290794,0.100131,0.070054,-0.678795,8.263541,81.377047,-0.097960,3.181018,258.018953,0.998430,-0.054959,-0.008121,0.007169
0.849484,0.036866,0.058476,0.046926,0.209663,0.005475,0.082311,-0.696404,8.376366,82.295941,-0.104482,3.259928,258.795118,0.998440,-0.054793,-0.007832,0.007376
0.858969,0.038456,0.058078,0.047679,0.124666,-0.090090,0.079603,-0.712976,8.488434,83.214648,-0.111167,3.339904,259.579998,0.998450,-0.054619,-0.007542,0.007586
0.868453,0.039228,0.056776,0.048424,0.037063,-0.185031,0.076973,-0.728509,8.599710,84.133167,-0.118003,3.420939,260.373590,0.998460,-0.054438,-0.007256,0.007800
0.880000,0.039037,0.053992,0.049305,-0.071108,-0.297458,0.074148,-0.746039,8.734088,85.251176,-0.126518,3.521017,261.351529,0.998473,-0.054216,-0.006919,0.008066
0.891547,0.037602,0.049946,0.050262,-0.178436,-0.403642,0.088627,-0.762105,8.867251,86.368880,-0.135227,3.622639,262.342375,0.998484,-0.053999,-0.006601,0.008338
0.903094,0.034946,0.044724,0.051236,-0.282134,-0.500630,0.084238,-0.776797,8.999210,87.486161,-0.144113,3.725792,263.346126,0.998495,-0.053794,-0.006310,0.008617
0.914641,0.031128,0.038449,0.052188,-0.379340,-0.585555,0.080136,-0.790227,9.129899,88.601867,-0.153162,3.830462,264.362768,0.998504,-0.053607,-0.006052,0.008904
0.920000,0.028983,0.035218,0.052614,-0.421422,-0.620071,0.078487,-0.796069,9.190114,89.118883,-0.157412,3.879551,264.838977,0.998508,-0.053528,-0.005945,0.009039
0.925359,0.026617,0.031811,0.053090,-0.461202,-0.651148,0.097344,-0.801688,9.250065,89.635356,-0.161694,3.928962,265.317956,0.998511,-0.053455,-0.005847,0.009176
0.930718,0.024045,0.028246,0.053592,-0.498416,-0.678563,0.094364,-0.807106,9.309763,90.151287,-0.166005,3.978694,265.799701,0.998514,-0.053389,-0.005759,0.009315
0.936077,0.021280,0.024545,0.054091,-0.532798,-0.702092,0.091367,-0.812344,9.369225,90.666673,-0.170344,4.028745,266.284209,0.998516,-0.053330,-0.005680,0.009455
0.949730,0.013488,0.014651,0.055340,-0.606049,-0.743353,0.084009,-0.825027,9.519740,91.977078,-0.181523,4.157686,267.530971,0.998520,-0.053214,-0.005525,0.009822
0.960000,0.007051,0.006943,0.056196,-0.645804,-0.755456,0.079987,-0.834124,9.632191,92.960462,-0.190044,4.256037,268.480668,0.998520,-0.053163,-0.005453,0.010105
0.970270,0.000279,-0.000805,0.057115,-0.670950,-0.750532,0.097601,-0.843034,9.744126,93.941761,-0.198657,4.355539,269.440454,0.998518,-0.053146,-0.005422,0.010395
0.980541,-0.006674,-0.008414,0.058063,-0.680539,-0.728316,0.091847,-0.851937,9.855692,94.920927,-0.207361,4.456189,270.410308,0.998514,-0.053163,-0.005430,0.010692
0.990811,-0.013643,-0.015708,0.058985,-0.673976,-0.688980,0.086480,-0.861013,9.967040,95.897905,-0.216158,4.557984,271.390206,0.998507,-0.053216,-0.005476,0.010994
1.000000,-0.019755,-0.021824,0.059768,-0.654219,-0.639757,0.082458,-0.869422,10.066576,96.769828,-0.224108,4.650025,272.275388,0.998500,-0.053293,-0.005548,0.011271
1.001783,-0.020916,-0.022954,0.059940,-0.648869,-0.628729,0.103440,-0.871101,10.085928,96.939125,-0.225660,4.667990,272.448073,0.998498,-0.053311,-0.005566,0.011325
1.003566,-0.022068,-0.024065,0.060119,-0.643045,-0.617251,0.102151,-0.872801,10.105334,97.108832,-0.227214,4.685990,272.621060,0.998496,-0.053330,-0.005584,0.011380
1.005349,-0.023208,-0.025155,0.060298,-0.636731,-0.605309,0.100844,-0.874525,10.124801,97.278992,-0.228772,4.704025,272.794351,0.998495,-0.053351,-0.005603,0.011434
1.008915,-0.025453,-0.027267,0.060652,-0.622686,-0.580115,0.098361,-0.878049,10.163923,97.620722,-0.231897,4.740198,273.141845,0.998491,-0.053394,-0.005645,0.011544
1.012481,-0.027643,-0.029287,0.060998,-0.606785,-0.553232,0.096052,-0.881677,10.203302,97.964331,-0.235034,4.776512,273.490562,0.998487,-0.053441,-0.005690,0.011655
1.016046,-0.029774,-0.031207,0.061336,-0.589024,-0.524689,0.093911,-0.885417,10.242946,98.309819,-0.238185,4.812967,273.840507,0.998482,-0.053492,-0.005738,0.011766
1.025572,-0.035125,-0.035814,0.062208,-0.532869,-0.440960,0.088977,-0.895992,10.350155,99.241665,-0.246669,4.911049,274.781420,0.998470,-0.053647,-0.005884,0.012068
1.026908,-0.035831,-0.036394,0.062327,-0.524004,-0.428400,0.088372,-0.897544,10.365315,99.373083,-0.247867,4.924884,274.914069,0.998468,-0.053670,-0.005906,0.012111
1.028244,-0.036525,-0.036958,0.062444,-0.514910,-0.415661,0.087780,-0.899110,10.380474,99.504378,-0.249067,4.938740,275.046895,0.998466,-0.053694,-0.005928,0.012153
1.029579,-0.037207,-0.037505,0.062561,-0.505587,-0.402742,0.087202,-0.900690,10.395629,99.635519,-0.250269,4.952615,275.179895,0.998464,-0.053719,-0.005951,0.012196
1.032251,-0.038531,-0.038545,0.062793,-0.486267,-0.376390,0.086084,-0.903893,10.425924,99.897302,-0.252680,4.980428,275.446420,0.998460,-0.053769,-0.005998,0.012282
1.034922,-0.039803,-0.039514,0.063021,-0.466076,-0.349390,0.085013,-0.907152,10.456201,100.158417,-0.255099,5.008321,275.713644,0.998456,-0.053821,-0.006046,0.012369
1.037594,-0.041019,-0.040410,0.063247,-0.445044,-0.321786,0.083987,-0.910470,10.486462,100.418858,-0.257527,5.036295,275.981565,0.998451,-0.053875,-0.006096,0.012455
1.040000,-0.042066,-0.041154,0.063448,-0.425407,-0.296441,0.083102,-0.913510,10.513702,100.652843,-0.259721,5.061559,276.223457,0.998447,-0.053925,-0.006141,0.012534
1.042406,-0.043066,-0.041836,0.063673,-0.405132,-0.270667,0.102152,-0.916600,10.540930,100.886278,-0.261923,5.086888,276.465912,0.998443,-0.053976,-0.006188,0.012613
