time,xhat_0,xhat_1,xhat_2,xhat_3,xhat_4,xhat_5,xhat_6,xhat_7,xhat_8,xhat_9,input_0
0.0,0.0,0.0,4.812500000000001e-13,0.0,0.04274989181772633,-0.4886334994140012,0.9990482215818578,-0.043619387365336,0.0,0.0,-6.433838498320473e-12
0.0,0.0,0.0,4.812500000000001e-13,0.0,0.04274989181772633,-0.4886334994140012,0.9990482215818578,-0.043619387365336,0.0,0.0,-6.433838498320473e-12
0.05,0.0,0.0,8.233439430001105e-06,0.0,0.40244319890347974,8.700575674184648,0.9990482215818578,-0.043619387365336,0.0,0.0,-0.00011007296886273998
0.1,0.0,0.0,3.7681212708209994e-05,0.0,0.8134986255315244,13.675545299425256,0.9990482215818578,-0.043619387365336,0.0,0.0,-0.0005037606048445298
0.15000000000000002,0.0,0.0,9.156038776037155e-05,0.0,1.246091957291477,18.82313200309258,0.9990482215818578,-0.043619387365336,0.0,0.0,-0.0012240715280211808
0.2,0.0,0.0,0.00017124331411128723,0.0,1.6922020580281822,24.007352235242976,0.9990482215818578,-0.043619387365336,0.0,0.0,-0.002289350835850101
0.25,0.0,0.0,0.000274347778703237,0.0,2.13719309026506,29.041975403736572,0.9990482215818578,-0.043619387365336,0.0,0.0,-0.0036677436810199724
0.30000000000000004,0.0,0.0,0.000397923604365244,0.0,2.5753338008743096,33.95319872533592,0.9990482215818578,-0.043619387365336,0.0,0.0,-0.005319784952256389
0.35000000000000003,-0.03830192332999469,-0.05599191271078954,0.003640516902548776,0.12206654614858795,2.8994744693654146,38.79126304304498,0.9989948855868719,-0.04479365954308856,-0.0016492416009273269,0.00016321198658409352,-0.048668638689998746
0.4,-0.15698556799318714,-0.22145821562600285,0.011875074828085863,0.5199202971842887,3.072347368823508,43.69357793092776,0.9986919425443873,-0.05027412721828566,-0.009280738992776136,0.0008853886750204826,-0.15874512538339022
0.45,-0.27149266840337993,-0.3773476656372787,0.018438662925829404,0.9135417069719522,3.2395914398476466,48.595987753037534,0.9980628878951582,-0.0586153033911751,-0.020759940513399307,0.0019346536169535362,-0.24645325155507955
0.5,-0.3624011996501744,-0.4964813783838924,0.023671741466314067,1.1765601330350002,3.4897825102097046,53.49043809859842,0.997004184968559,-0.06898445306433217,-0.03483405733845207,0.0032231723404164115,-0.3162850998582534
0.55,-0.40715771932766276,-0.5485176415293262,0.02781486349377345,1.1558331447486965,3.9328468486601924,58.34694266494993,0.9955623524335538,-0.07994278002853697,-0.04942970197994813,0.004632375249331055,-0.37129069346281807
0.6000000000000001,-0.38623782042083965,-0.5087315681619712,0.0312779722136833,0.7065899222525137,4.676921126025338,63.145127335835895,0.994033619136477,-0.08960384047321832,-0.06190259796630202,0.006031928705603087,-0.4164968943047946
0.65,-0.29163908324265997,-0.36956780269619366,0.0341251197533887,-0.25266442350235563,5.790339168910607,67.87216760484016,0.9929144743829896,-0.09602782102939895,-0.0696158018873638,0.00729001211770477,-0.4515947837748158
0.7000000000000001,-0.1354284925989709,-0.15147026428932214,0.03661585898344603,-1.6758767071683662,7.253348525922384,72.50509233594444,0.9926490108343192,-0.09781871203396518,-0.07078238868634558,0.008324320844303937,-0.4772067850425471
0.75,0.04643400753437006,0.0934424208241118,0.03890370299801996,-3.348889639939888,8.924793161386345,77.10066677482716,0.9933140558201029,-0.09475114617420809,-0.06531460279019057,0.009132878585133038,-0.48869935668815223
0.8,0.1995556947008184,0.29068381195205706,0.041292528068479564,-4.9067854461348706,10.547547964797703,81.712228608193,0.994519290177619,-0.08817824291917536,-0.05531314781038191,0.009820113013548052,-0.4762891734724995
0.8500000000000001,0.26839199367781824,0.3681148438770256,0.04427942062457996,-5.932623936653593,11.810081801253435,86.38437750318515,0.9956630682254328,-0.08087871831854558,-0.0447406678528117,0.010581121639558226,-0.4262004067191464
0.9,0.22206132485762478,0.2905064569973374,0.04869689033157906,-6.147086858363957,12.485159719481459,91.18822281405798,0.9963002899441356,-0.07615648134693294,-0.03808223176036955,0.011647584738277948,-0.3390190713173138
0.9500000000000001,0.07741344838823054,0.08798720253648591,0.054935141279588755,-5.607661916178003,12.583294010697953,96.06218107830102,0.9962593604031024,-0.07634103012058673,-0.038285943513772666,0.013172716446862362,-0.24924640182788044
1.0,-0.0967580094180325,-0.14277583490067697,0.0622810762560641,-4.78946579383059,12.429839655678885,100.93878183952218,0.9955509184956847,-0.08139975204978755,-0.04497726638797843,0.015149077757290087,-0.19092741923668663
1.05,-0.20831006807584607,-0.28099050452518326,0.06894715429771701,-4.415830278550251,12.572831682449921,105.95786678790172,0.9944321042807612,-0.0886504489629684,-0.05426326372831261,0.017360474761737986,-0.1628747859286259
1.1,-0.19250822280143903,-0.24936356435598095,0.07450348325074968,-5.029162696862148,13.432452695844457,110.5987822146138,0.9935210053369536,-0.09408431965631357,-0.06068490348482478,0.019531903084307425,-0.1559414595201847
1.1500000000000001,-0.06039938016744063,-0.07289073111643019,0.07893429649698178,-6.6076166387866495,15.051594032907957,115.3099698215315,0.9934117053103124,-0.09484686666039593,-0.060627376034108726,0.02148434109719661,-0.15644560807879865
1.2000000000000002,0.09692253697688397,0.12441553105599121,0.08282940688580129,-8.418026264906976,16.897561758721146,119.63010152237861,0.9940316074690214,-0.09131476234857108,-0.054966617863297845,0.023269044897624765,-0.16071914440966073
1.25,0.16560011329606067,0.2016174619194079,0.08632061627934058,-9.493080058938858,18.204759751785733,124.0528999469872,0.9946989353903865,-0.08704819462006139,-0.04863928373741305,0.025116923062573057,-0.16594914204063754
1.3,0.09564076877535471,0.11049500040161578,0.08959596971954138,-9.406480498783237,18.573068551216753,128.67652841023263,0.9947980384026446,-0.08623428102637179,-0.046876583449211334,0.027259814567316625,-0.17156428872540186
1.35,-0.04244603337991331,-0.0571370562125849,0.0928068299199985,-8.71882804711906,18.432850389844575,133.69660971384556,0.9942129812353162,-0.0898869082304667,-0.050756940273620293,0.029742640871527608,-0.17741829237055254
1.4000000000000001,-0.11891763254413575,-0.14577613128713757,0.09596093769628904,-8.526533096107906,18.660275924914654,138.1143363574232,0.9933645490323267,-0.0949494735295299,-0.05624502622506527,0.03237232193107102,-0.1833446790076302
1.4500000000000002,-0.06604903506233278,-0.08127548860484449,0.09891556260991383,-9.461902769517065,19.807535065426638,142.33822687966284,0.9929458077648283,-0.09727114347768208,-0.0581268833497476,0.034902907054307306,-0.18894704657383965
1.5,0.05255604223270369,0.05533782673724347,0.1017915734434584,-10.999019391383378,21.483080884078422,146.35998190217086,0.9931647053808786,-0.09580636617629552,-0.055268658641159596,0.0372878473207166,-0.19442242696657897
1.55,0.10944154944661381,0.11596045684305897,0.10459888284382919,-11.982251944115927,22.719205821292054,150.53748320900596,0.9934826280030246,-0.09356814469141511,-0.0515776347767832,0.0397116827400071,-0.19977576486806464
1.6,0.05455909897965654,0.049013999816373485,0.10739134599762182,-11.934092780342331,23.080441746515785,155.1110058030835,0.993333559726368,-0.09408552763639312,-0.051387557827988636,0.0423753644373521,-0.2051050832430246
1.6500000000000001,-0.029756198082207343,-0.04691224513411635,0.11013635870553734,-11.587149418639434,23.145263386690782,159.04163291226322,0.9927360693372755,-0.09728144758144393,-0.054433418569734264,0.04525946902082512,-0.2103462219932884
1.7000000000000002,-0.03495664777831674,-0.05146624658378206,0.112583636616478,-11.945919145247139,23.767142137242296,162.30311377608032,0.9922207690268051,-0.09987204388428242,-0.05660620367968743,0.04815867592869876,-0.2150195841431951
1.75,0.035933446750827394,0.026405609303653068,0.11468563176773822,-12.98139596297249,24.955906922847785,164.38851515276454,0.9921485137286232,-0.09981646051181466,-0.055511574014675984,0.050955530292507614,-0.21903387668451677
1.8,0.08176469420695892,0.0739234735013149,0.11617528752767346,-13.658645878081838,25.76688790406934,165.10258262917475,0.9922229581634321,-0.09880226429013997,-0.05332798848262129,0.05373862213480401,-0.22187885427050433
1.85,0.05026064907277346,0.038130663408571575,0.1169703861710765,-13.490345134948013,25.737742218662632,165.28313414790415,0.9920007593395427,-0.09946830335436753,-0.05322503205423345,0.056636084437397455,-0.22339736930644585
1.9000000000000001,0.00019152606747704914,-0.01455054216817861,0.11724175919115172,-13.078714323238284,25.400357033848127,164.6359430302075,0.9915049079341438,-0.10170184615848116,-0.05495715470357756,0.05961931882660782,-0.2239157081619378
1.9500000000000002,0.0015639101817442672,-0.011301962328274143,0.11703150555224007,-13.094609861853021,25.393241254904876,163.46890089803114,0.9910978194391071,-0.10336236197463901,-0.05593408517006208,0.06255167900431399,-0.22351426849465356
2.0,0.05005543356807431,0.034991087864642945,0.11643333000368905,-13.388261392515242,25.61649472596021,161.49318584990706,0.9909370899099541,-0.10356203633081573,-0.055171598479974646,0.06538106142431989,-0.22245898139020767
2.0500000000000003,0.06657645265289727,0.05191698172193306,0.11557735578147894,-13.438596479373684,25.599028965961978,160.00851885380607,0.9908118407776809,-0.10350154671454527,-0.054145657329698095,0.06817311636396868,-0.22084129610447054
2.1,0.0439904901048645,0.029157148707619554,0.11473725767301866,-13.143353004660277,25.250609559015924,158.6307881405526,0.9905096846614164,-0.10441802058617672,-0.05428420831318729,0.07099764993727893,-0.21925561500685856
2.15,0.017694478878229274,0.003930705374680245,0.11386736658408038,-12.830077034296329,24.87532116845745,157.2781217007352,0.9900777367725764,-0.10604364392561251,-0.055221509866230666,0.0738336344653614,-0.21761589912615645
2.2,0.019010871721097472,0.0067675613694690995,0.11306843223203794,-12.76017440419316,24.734056152227616,155.88174119640638,0.9897000296127414,-0.10732069086471462,-0.05571826624117656,0.07662633688188844,-0.21611652604524337
2.25,0.038508375168618325,0.02683794795252651,0.11224566351909486,-12.83720385908154,24.743754600515825,154.46362146820272,0.9894454439435859,-0.10786553904965634,-0.055366444449362485,0.07935550247993609,-0.21457695717647646
2.3000000000000003,0.047360767667575014,0.03572293802677388,0.11143307372322814,-12.818935847859859,24.665549345672577,153.08568589841025,0.9892110345827816,-0.10825504350939022,-0.05485588713508295,0.0820561165365868,-0.21306151704245424
