time,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,xhat_0,xhat_1,xhat_2,xhat_3,xhat_4,xhat_5,xhat_6,xhat_7,xhat_8,xhat_9,input_0
0.6,-0.0034829885047353627,1.5444474162606083,241.27155550582228,-0.11760932372922138,5.421597422445129,58.20871807204626,0.9986713900136611,-0.05092464812088417,-0.007435261763444199,0.002605758466297456,-0.08882728367797585,-0.07818899252390431,0.0299726268788028,-1.3922125266068484e-05,-1.415146751224695e-05,0.02231603058734541,0.00011754908859693435,-8.105836578333871e-05,54.352991501296934,0.9999888280432947,-3.9310379495589186e-06,-1.4802001623169722e-06,0.004726919816744339,-0.6108166741289802
0.64,-0.009688656273624127,1.770151721558895,243.67713848944499,-0.1955506828022294,5.866741687752902,62.069288300514614,0.9985696912221136,-0.0526292536600103,-0.00882303563190211,0.003291904203029674,-0.08017889317398037,-0.061919500877982564,0.03275590766273717,-1.6970537532033135e-05,-1.788263577496293e-05,0.023725321939689313,0.0001774867651237981,-0.00013850443781059798,58.186076734110905,0.9999842102475174,-4.681877185693225e-06,-2.069701982311094e-06,0.005619539967425772,-0.6204266732277105
0.68,-0.019328103257493852,2.014022012110369,246.23701146287772,-0.2885771847016898,6.329485908099399,65.92318629298323,0.9984810776627259,-0.05406938386125515,-0.009792479539624812,0.004012620860906891,-0.06232483835529555,-0.03704996123239717,0.035396471390587964,-2.045888733445206e-05,-1.935729008212287e-05,0.025218307620608987,0.00025836317613948874,-0.0002137646501669414,62.004087407087525,0.9999784269860645,-5.555148053508905e-06,-2.817968418634816e-06,0.006568525228359721,-0.6214940668440606
0.72,-0.03289929470517693,2.276694997397094,248.9509122900756,-0.3910010249493919,6.806135888433439,69.77166883549457,0.9984185431787106,-0.05507846470047134,-0.010201522282065332,0.004759547175240607,-0.03725079862831548,-0.00700368766731616,0.037980210533353216,-2.3684203576264304e-05,-2.0319806055635575e-05,0.026876258571439132,0.0003509848286427961,-0.00031074694304503267,65.8058624056505,0.9999712924126265,-6.576397228518883e-06,-3.6298872184907973e-06,0.007577222063263977,-0.6130511525269977
0.76,-0.05063475050778998,2.5586394051067542,251.81888021673652,-0.4954902866183132,7.292184613737239,73.62894716666274,0.9983905000743181,-0.05555026981596583,-0.009996447248472106,0.005530345455342424,-0.00898154228276168,0.02293093191062874,0.04059225309763714,-2.482989420745029e-05,-2.0706165880302717e-05,0.028784836990852353,0.0004533396066548599,-0.00042999398325541414,69.59750903234111,0.9999625687479765,-7.730370594658648e-06,-4.478430673718858e-06,0.00865222648418361,-0.5946190582668047
0.8,-0.07245359952160077,2.8601012384858095,254.84141154086774,-0.5938456700382494,7.780708080233473,77.49982152296617,0.9983972156258801,-0.05547490434780281,-0.009241067175409061,0.006329821428903571,0.016909826161616973,0.04648810557156912,0.04331861856796501,-2.4448734396779548e-05,-1.9704323966738022e-05,0.031040284571761723,0.000562602025374331,-0.0005616967132752106,73.3902165883534,0.9999519439142754,-8.927937143382535e-06,-5.343497829540101e-06,0.009803558221414793,-0.5662809802893941
0.84,-0.09796031728344476,3.181018019243444,258.0189527028215,-0.6787948591585191,8.26354121631529,81.37704742621614,0.9984298291165289,-0.05495868234479466,-0.008121384676312293,0.007169122770888589,0.03448672411418471,0.05797062576246969,0.04619592359000547,-2.32846178140569e-05,-1.820376374721422e-05,0.03372379292962978,0.000670693730878793,-0.0006975163753726024,77.18267172615836,0.9999390010909409,-1.0115364576169136e-05,-6.1605090511632305e-06,0.01104508745909164,-0.5295340367875929
0.88,-0.12651813586016225,3.52101699893125,261.3515286145014,-0.7460393643175943,8.734088095824513,85.25117618637292,0.998472630523943,-0.054216480285060965,-0.006919024043872549,0.008065806082778126,0.03903735532083102,0.05399248591809305,0.04930486500810017,-2.1603670832456665e-05,-1.546446130993868e-05,0.0368884806223669,0.0007738404233955201,-0.0008323769985897027,80.9570886020474,0.999923192207498,-1.125439138770567e-05,-6.913894418567806e-06,0.012393930413852223,-0.4872292920845934
0.92,-0.15741246334723072,3.8795507752819924,264.8389774301851,-0.7960685658904858,9.19011411309173,89.11888260155165,0.9985077204844856,-0.05352809791127539,-0.005945433211426066,0.009038900441792065,0.028982602714567755,0.035218488361116775,0.05261388258683094,-1.9854396762020885e-05,-1.263667641258049e-05,0.04051399770172651,0.000863021916623133,-0.0009622344322104233,84.71108306358703,0.9999038161870958,-1.232684719487478e-05,-7.546693813635319e-06,0.013869324625917095,-0.44265855168862145
0.96,-0.1900435638910579,4.256036508904554,268.48066804075563,-0.8341239929681548,9.632190897905582,92.9604619388624,0.9985198070305051,-0.053163081344435585,-0.005453240386535175,0.010105085623860291,0.007050723182643908,0.006942570989746966,0.05619647761274228,-1.7549632561877188e-05,-1.048643307646536e-05,0.044504549221423786,0.0009359881130866546,-0.0010856299901332849,88.4317607361521,0.9998800274327612,-1.3327572338275409e-05,-8.058097473115584e-06,0.01548969007125786,-0.3995259235477762
1.0,-0.22410808221625655,4.650025140382813,272.275387607194,-0.8694218105626953,10.066576031907504,96.76982760728102,0.9984998630962345,-0.05329311246327092,-0.005548356036926548,0.011271005512979547,-0.019754583150194033,-0.02182366875722993,0.059767655336607925,-1.7154354364434185e-05,-9.998593880448978e-06,0.04871324213794627,0.0009958570091259844,-0.0011975844351153893,92.10402851930043,0.9998508690392379,-1.4234931314888147e-05,-8.485002563214434e-06,0.01726960934277296,-0.36071582982715783
1.04,-0.25972102131293967,5.061558628231996,276.2234568792677,-0.9135099991060953,10.51370157489376,100.652842546171,0.9984474230033819,-0.05392476545416071,-0.00614125396071218,0.01253377709762453,-0.042066262735538394,-0.04115400820284859,0.06344810870462417,-1.747361275822631e-05,-1.1099693074432003e-05,0.0529492877357154,0.0010536114682805672,-0.0013108234844864384,95.7262322314737,0.9998153211075953,-1.5128185399111309e-05,-8.885855687483242e-06,0.01921778787206467,-0.32788033379973
1.08,-0.2973808441855778,5.491169988899622,280.32644292470866,-0.9721916456103893,10.9680910264335,104.48342018256109,0.9983720241116993,-0.054882503098496606,-0.006963865477833906,0.013880541550571212,-0.051532468396357195,-0.044053327958076954,0.06713788520191688,-1.876615459128001e-05,-1.27669112428658e-05,0.05705256477175038,0.0011210219607347622,-0.0014305087222797835,99.42415496304133,0.9997723765393702,-1.603498259243448e-05,-9.332241484839984e-06,0.021335293872094954,-0.3006782544932009
1.12,-0.3377219399349067,5.939210571381129,284.581928438374,-1.0475863902786535,11.437588930406822,108.29841380648448,0.9982916643361515,-0.05586676927226622,-0.0076639243646061915,0.015293206564766784,-0.0444356865926186,-0.029732671399337066,0.0707411139433903,-2.0763739495276057e-05,-1.4644136125801626e-05,0.0610228359401422,0.0012030995349995512,-0.001564640560286464,103.02810441890193,0.9997210846122841,-1.699566973393663e-05,-9.843225138753806e-06,0.023616786316020204,-0.28075500927483715
1.16,-0.38136635430202687,6.406513578151983,288.99156850846083,-1.135925382302755,11.929883487995527,112.18692460859022,0.9982262771013651,-0.056571985776259916,-0.007947257742956551,0.016754420616932338,-0.024016355476041886,-0.004757220551894475,0.07410726003976256,-2.2743643673854206e-05,-1.5506893896681275e-05,0.06470689508565608,0.001302170283624142,-0.0017195746407698924,106.66619228037318,0.9996604608940561,-1.8043004529930243e-05,-1.043584202407612e-05,0.026056908692835702,-0.2661529233099174
1.2,-0.42858863272074377,6.893551435163736,293.5556525172777,-1.2243085844934416,12.42061569993657,116.00303581166246,0.9981875787580745,-0.05682211659784811,-0.0077114597270578344,0.018256273188084572,0.00010709372087782914,0.019122656206719102,0.07733893719271462,-2.2790586373769927e-05,-1.469043830338374e-05,0.06811345992691173,0.0014103573299680218,-0.0018962289437865632,110.29494805472781,0.9995896712360336,-1.9164627896125103e-05,-1.1059225240154124e-05,0.02864417338044229,-0.2566064320317835
1.24,-0.47916192740667096,7.399992981872728,298.2707127054476,-1.3024549134074854,12.899785459119965,119.74435420352276,0.9981718739715378,-0.05665969393491747,-0.007096819645775276,0.0198028690629791,0.016560694717160502,0.030852406970841365,0.0803940805352674,-2.3561230372538954e-05,-1.3685477899240446e-05,0.07129522210822513,0.0015130503021824324,-0.0020784969928911005,113.80165786795654,0.9995079206079951,-2.0302001025670268e-05,-1.1643353852386042e-05,0.03136743684368803,-0.25101002082283874
1.28,-0.5325740804512382,7.925338137815854,303.13471000303326,-1.3655814384795724,13.364859603466568,123.44979594552609,0.9981629961505938,-0.056313870636440465,-0.006408191131810572,0.021406742830558566,0.017547954451729773,0.025244777446797404,0.08331733485137205,-2.238623173481438e-05,-1.215013717341203e-05,0.07412354536059183,0.0016078643521379725,-0.0022726551175270664,117.24540315746981,0.9994144041920658,-2.1463786208148085e-05,-1.2182972631221002e-05,0.03421765749287138,-0.24842574889477909
1.32,-0.5882399035014877,8.469007962104133,308.14644758151115,-1.4165145279121796,13.818729493726348,127.15057787160818,0.9981402450730033,-0.05610279665383376,-0.005978418912641435,0.023080676945277552,0.003398767377554473,0.006391992060881104,0.08608012171594892,-2.1953570980944517e-05,-1.0775259288067885e-05,0.07675496133296772,0.0016891492575064392,-0.0024605521136499674,120.6328646353556,0.9993085602772294,-2.2577845623226862e-05,-1.2652362798049517e-05,0.0371806493597067,-0.24795213594546472
1.36,-0.6458806561994682,9.03097140253506,313.3084745022158,-1.4658696855008764,14.278677052642394,130.94325891279172,0.998090313898877,-0.05624501785011415,-0.005968508586515153,0.024830061394521638,-0.016761133571136816,-0.014037974380526468,0.08878459789821333,-2.1824255605151546e-05,-1.059063910551957e-05,0.07919583115009365,0.0017576615744507083,-0.002648540302888884,124.07982734557481,0.9991897012838381,-2.3684532415750063e-05,-1.30629557162588e-05,0.04024847968205468,-0.24926660416078622
1.4000000000000001,-0.7055826691444582,9.611139265223944,318.61982443732165,-1.520752421649,14.728136119194243,134.59605925399404,0.9980137076461437,-0.056736060572270874,-0.0062820266155329905,0.02664823021040688,-0.030359154757232297,-0.02377723085501442,0.09139327301842079,-2.2626274278392817e-05,-1.1799000168327392e-05,0.08162341020509704,0.0018245732228939365,-0.0028393360109672393,127.47440096049978,0.9990571906080533,-2.4785188615061985e-05,-1.3461597053257673e-05,0.043413466791117815,-0.2515405822985799
1.44,-0.7676944945557476,10.209224709245218,324.07475138723373,-1.586871183886569,15.177628398540383,138.14421573647414,0.997924245327413,-0.05735728630951765,-0.006632405194789836,0.02851818886880918,-0.02927265131790476,-0.017711624275507765,0.09387045125804332,-2.3610456619025542e-05,-1.2980896196808893e-05,0.08385459835046911,0.0019038565908961525,-0.0030421944687575326,130.67875224619465,0.9989101273874084,-2.5917439329640666e-05,-1.3908336331387712e-05,0.046675009777352464,-0.25449981529212706
1.48,-0.8326527006314105,10.825440296366521,329.67080925949307,-1.6618570178244425,15.633844028491836,141.65202770897835,0.9978403219119313,-0.057824549191574204,-0.00673494105848138,0.0304234603225894,-0.015404055470041488,-0.0013701108460611904,0.09624714959381477,-2.494034893842344e-05,-1.3181919596901672e-05,0.08589639945380632,0.0019954572853999957,-0.003259009097368369,133.82502780569789,0.998747956136964,-2.7082418912706613e-05,-1.4403365246964212e-05,0.05002518537019898,-0.2581587205154503
1.52,-0.900635004109915,11.459931148278333,335.4064267904685,-1.7364639472064445,16.09034782839616,145.1257394569095,0.9977718434405941,-0.05798252132335869,-0.006497102093705206,0.03235879365160703,0.0006684262636221912,0.013070995931743956,0.0985603650219121,-2.478578000768263e-05,-1.277034274880335e-05,0.08791472799611293,0.0020891464042429946,-0.003493743179918258,136.91283503857005,0.9985701868570507,-2.8305412989833894e-05,-1.4908462453030433e-05,0.05345634571139325,-0.26202122296529357
1.56,-0.9714536788825044,12.112616150042616,341.28094888832993,-1.8027576363473776,16.543119813994277,148.60384501088635,0.9977132231153764,-0.05790361224338396,-0.006068611009145072,0.034330700158493134,0.007368417693645281,0.015610138337044529,0.1008241072875356,-2.4752174975393274e-05,-1.2401469484167563e-05,0.08981128870657237,0.0021780162128855795,-0.0037304577476585127,139.96487490553878,0.9983760344240326,-2.952721488750521e-05,-1.538577564017161e-05,0.05696747123722816,-0.26632065020554957
1.6,-1.044734491422414,12.783384697171183,347.29570784196477,-1.8601197314255657,16.99554014289618,152.14657894619475,0.9976483926481251,-0.05782257938101781,-0.005717873953373466,0.03635206963046526,0.0007904601941771503,0.005801452733082099,0.10307366172547207,-2.4763024293530722e-05,-1.1506727646430305e-05,0.09171989595205154,0.0022622845679523126,-0.003970226367836741,143.0265203143032,0.9981649459363571,-3.0753341953635237e-05,-1.5844133725079515e-05,0.06055360853875659,-0.27076936991097883
1.6400000000000001,-1.1201966866960216,13.472063998925725,353.4514555833592,-1.912573228630838,17.434324525585197,155.6060796116471,0.9975637924196153,-0.057947181250425056,-0.0056196723932205655,0.038431156895150545,-0.012363974991115476,-0.00720285743072514,0.10530087081508442,-2.456319668907669e-05,-1.0758442634347325e-05,0.09358180119292882,0.002335686401332607,-0.004213422962368064,146.12589071214722,0.9979360770812912,-3.1974830068383544e-05,-1.6267264344117822e-05,0.06421514441772794,-0.2756036791319899
1.68,-1.19773394318322,14.177590830624714,359.7390751261361,-1.9647177823511093,17.837104049852254,158.72338023935725,0.9974585771464578,-0.05829406892611687,-0.005723455755638006,0.040562951930231676,-0.02056639770703916,-0.012514467596290475,0.10736012917673102,-2.4756927763597465e-05,-1.1227970063085873e-05,0.09550406720600296,0.0023995279507416332,-0.004457462358308514,148.9575892704542,0.9976887194344427,-3.319547627239957e-05,-1.6652112399655022e-05,0.06795011209725388,-0.27941055566395495
1.72,-1.2774290634946768,14.89868360664958,366.14534310207233,-2.0205215974525843,18.213249415630678,161.54139693270247,0.997343770253314,-0.0586968738202852,-0.005822056363797884,0.04273300363285723,-0.01760085845986847,-0.006848155782588393,0.1092091828376116,-2.5578040524542856e-05,-1.1631163546233947e-05,0.09699713618752691,0.0024677604563031544,-0.00470633177624208,151.4141583578822,0.997421868736824,-3.442109291942011e-05,-1.7053442473480182e-05,0.07176081305218329,-0.28329210778108843
1.76,-1.359314300473046,15.633882428889022,372.6551123559266,-2.0720229377642885,18.53445346102977,163.83890833813524,0.9972321693102169,-0.05896146546917784,-0.005737455732381113,0.04492829657815372,-0.007422871099116532,0.003364180002078966,0.11083317952814466,-2.6840153604112195e-05,-1.1907474466742579e-05,0.09846231621405645,0.0025394779559950896,-0.004966896065976849,153.53161583314298,0.9971359485112719,-3.567697516816678e-05,-1.7471129949363372e-05,0.07563001129471895,-0.2860485110516554
1.8,-1.4429768687403852,16.380209300866174,379.2420382210742,-2.1082424138092186,18.767156580538824,165.38647624195974,0.997126608612393,-0.05904216869969661,-0.005476375988509575,0.047143184495444496,9.817610347111837e-05,0.008594203249923165,0.11204668928385908,-2.677630277290365e-05,-1.2078054253643621e-05,0.09950197382367022,0.0026128068915603204,-0.005244097417491701,154.9230555664699,0.996830358625555,-3.6993279618766546e-05,-1.7894815239927474e-05,0.0795564858054968,-0.2875968416109742
1.84,-1.5277372920733732,17.134114377033217,385.8769113886049,-2.1274431230308997,18.916774726165638,166.26784283818293,0.9970189972263224,-0.059058813464393296,-0.005195044470349233,0.04937720713301277,-0.0012887133286457546,0.0050885804833447216,0.11283757896699452,-2.6520094080064367e-05,-1.1183983957919489e-05,0.10008582945618034,0.0026858915538164377,-0.005520184787430807,155.52860317920232,0.9965058355117129,-3.829585892779213e-05,-1.832981487841965e-05,0.08352315839662577,-0.2878163698607457
1.8800000000000001,-1.6130045135053632,17.89260826557414,392.53588602323936,-2.134222525450462,18.996394275386034,166.58587693289113,0.9968992122854705,-0.05916790149469972,-0.005038968324410395,0.051629932546679885,-0.008834357007434873,-0.002417368712202559,0.11327215049227206,-2.6702542755232e-05,-1.0820171915950388e-05,0.10018007004639955,0.0027450290003482023,-0.005791198677089077,155.55795601634003,0.9961634850005774,-3.959755048184919e-05,-1.8719515174507866e-05,0.08751176625527518,-0.2876132839274369
1.92,-1.6983829699219692,18.652975030239276,399.1965072642326,-2.1340670106568154,19.0131720297711,166.36740999342533,0.9967646436150969,-0.05941734948554883,-0.005015855044882906,0.05389421688993849,-0.014653870872061554,-0.006383153524510505,0.11335195166484366,-2.7120443800808634e-05,-1.0865097808705329e-05,0.10011021939148529,0.0027967546116851295,-0.006061362081535223,155.0257113072112,0.9958048254732621,-4.090756741143086e-05,-1.909684620893653e-05,0.09150271868118165,-0.28592071919092166
1.96,-1.7836998165900713,19.413123114859435,405.8402885727231,-2.131283448049628,18.987880841813674,165.76127560576592,0.9966219814769002,-0.05971355294806541,-0.005011728577882647,0.056158014034409676,-0.01304086856647026,-0.004425170362368403,0.11317916289815454,-2.7330966512714454e-05,-1.0684040790607076e-05,0.09950560694641493,0.0028459254300384207,-0.0063324836446892255,154.02820588642618,0.995430444430479,-4.2225901646408316e-05,-1.9474846091308134e-05,0.09548941375169694,-0.28439083635462853
2.0,-1.8687900236706934,20.171202306645043,412.45030238823614,-2.122082115317426,18.907825939074478,164.6686826303026,0.9964809504647152,-0.05991127262522437,-0.004934500680231847,0.0584117112095822,-0.0056032027762804556,-0.00030466291944491504,0.11271611453920685,-2.7898740483427667e-05,-1.048705475851889e-05,0.09894204157068351,0.0028897259184935925,-0.006600970920169917,152.6756501148197,0.995042508832412,-4.355696911599347e-05,-1.9841986073555185e-05,0.0994505069146722,-0.28050109809597973
2.04,-1.953446049345442,20.925696456078448,419.0134424930357,-2.1104202076088434,18.816709168858967,163.49047429610408,0.99634428828679,-0.05997125791540533,-0.004780934183072385,0.06065124182316953,-3.315555351418641e-05,0.0019388809829842372,0.11214449561300223,-2.759360307444478e-05,-1.0112405749482264e-05,0.09787462527157975,0.002928181864906301,-0.006871270325345406,150.94712283200465,0.9946411426422942,-4.4913867285186276e-05,-2.020492175071164e-05,0.10338759566668092,-0.27809758336306295
2.08,-2.037594010575196,21.676511515340703,425.5297082878382,-2.0966651412075064,18.723718366580066,162.32482092702702,0.9962064111155663,-0.059981881016252105,-0.004614579048535111,0.06287757836406149,-0.0007982058079829075,0.0008164751046747891,0.11149007414483778,-2.7822866478607786e-05,-8.912597552621912e-06,0.09702672050293637,0.0029590467636582585,-0.007131295342436563,149.24944408755525,0.9942287806660016,-4.626077144504735e-05,-2.0550216710080743e-05,0.10728060930580681,-0.2748090902020695
2.12,-2.121162374049211,22.423577761114316,431.9996056637552,-2.0817068033733617,18.629595270100356,161.17193735263407,0.9960601541468701,-0.060056262047428415,-0.0044964855712033725,0.06509317022450575,-0.006033798561347598,-0.0019737413404555173,0.11085871695024169,-2.7846487601174322e-05,-8.308054729321995e-06,0.09586826544393541,0.0029726838744870148,-0.007387704864960017,147.58171285762484,0.9938049521609412,-4.761381678926071e-05,-2.084859810358879e-05,0.11113826685102526,-0.27262298828315934
2.16,-2.2041388622858333,23.166897294123146,438.42361994812745,-2.0673375444959055,18.536805296115542,160.0306429493162,0.9959032607649129,-0.060232495098824154,-0.0044351325594268794,0.06729781654744994,-0.010569220436299624,-0.003747538835590268,0.11019236282043061,-2.7537142232457475e-05,-8.234082687225064e-06,0.09509227143804282,0.0029769030808781023,-0.007637934769326549,145.94306267315747,0.9933714839817593,-4.896629131739027e-05,-2.1122364269207397e-05,0.11494821428811086,-0.26934239633867046
2.2,-2.286572765241061,23.906569063386748,444.80222156479886,-2.0546212446345224,18.447334680041795,158.90113758600071,0.9957392763355319,-0.06045790157547011,-0.004390728450562245,0.0694894444150127,-0.010866411506378033,-0.0032465898622653397,0.10956157873779838,-2.777578727421076e-05,-8.90222507138886e-06,0.0939320450478724,0.0029780408835913858,-0.007878265891584428,144.33265997249265,0.9929270961249655,-5.03098109246623e-05,-2.1392629743344925e-05,0.11872564504824532,-0.267338099231653
2.24,-2.3685257912309057,24.642726107884307,451.135856239804,-2.0431573751979624,18.36093443148685,157.7824291721264,0.9955734690090385,-0.0606512837864639,-0.004318171354883686,0.07166707034257593,-0.007539506927725349,-0.0013199623375680979,0.10892620284579489,-2.827216888517558e-05,-9.013682295645008e-06,0.09321402136558589,0.0029850821931877106,-0.008115178189228965,142.74970254671967,0.992474028980324,-5.165816262113448e-05,-2.1692890490863683e-05,0.1224552924965503,-0.2641075612328413
2.2800000000000002,-2.450025361926102,25.37546321359252,457.4249730921948,-2.031739210612814,18.276025780604996,156.67529354061003,0.9954085383311826,-0.06077247597241019,-0.004203654173077793,0.07382955104578473,-0.004004085500722673,0.0002137035929029021,0.10828790985139435,-2.8712569506414086e-05,-1.0047601222280298e-05,0.0920650704729076,0.0029912320652876333,-0.00835181917298721,141.19341807409188,0.9920105768520868,-5.302164444641759e-05,-2.1999530954439775e-05,0.12615471500628053,-0.26223113191453845
2.32,-2.531052508704886,26.104804719732986,463.6700246976096,-2.0194492957840118,18.190971328760064,155.5791197780198,0.9952427647793115,-0.06084797717602107,-0.004070091892343046,0.07597843320207448,-0.003171752335434098,0.00023944720259970107,0.10768491032857842,-2.8939598044275545e-05,-9.937550158506398e-06,0.09138422025752621,0.003007225809950364,-0.008587403353913333,139.66306273445005,0.9915393028176324,-5.440189815047432e-05,-2.23494472818145e-05,0.12980680840718462,-0.2591123799695976
2.36,-2.611571031236776,26.830736493769365,469.8714533732035,-2.006355240904498,18.10557449637835,154.49412129034795,0.9950724466497406,-0.06093541424004106,-0.003950603450475544,0.07811541583811077,-0.005231794214569092,-0.0009353183870429079,0.10704331660519005,-2.9059998814387695e-05,-9.531611307469221e-06,0.09026589846907944,0.0030196692724220376,-0.008819702905349303,138.15791990141415,0.9910582185480454,-5.5790803983584656e-05,-2.2693171594722397e-05,0.1334301458471079,-0.2573050262988082
2.4,-2.691560677684397,27.553257720849462,476.0296924820318,-1.9931756598943478,18.02065715953738,153.41953273795815,0.9948950947765512,-0.061075523781545495,-0.0038629204016667595,0.08024046507699,-0.008237639023314416,-0.002189008846291558,0.10638467632570607,-2.9081878779111327e-05,-9.545675009262438e-06,0.089599172742449,0.0030257361795093867,-0.00904745915471627,136.6772989044726,0.9905700240932017,-5.71786040993962e-05,-2.3025012767303874e-05,0.13700738508726293,-0.2543551701195498
2.44,-2.771035686488488,28.272414838757967,482.14516151153214,-1.9807285109086201,17.937558699223473,152.35564319228652,0.9947112346543404,-0.061261727295973234,-0.0037964622543938307,0.08235332783441653,-0.009688444502273977,-0.0024873777331029037,0.10577219323227971,-2.896661752633946e-05,-9.904133559787455e-06,0.08852856480249721,0.00302994445326816,-0.009269751241719956,135.22053385900395,0.9900726673182203,-5.856537701928274e-05,-2.3356892616416834e-05,0.14055642800646578,-0.2525698508727465
2.48,-2.8500310919755374,28.988292155385093,488.21827256234866,-1.9691694614494808,17.856658039957612,151.30151875671672,0.994523551873633,-0.06145345804666345,-0.0037263685154580854,0.08445362527141781,-0.00880968227695285,-0.0017687988139737083,0.10518118581858343,-2.8220391863193784e-05,-1.0407678318262764e-05,0.08785634350676913,0.0030364150399130145,-0.009485104522342719,133.7869825592258,0.989568765813529,-5.994562123967191e-05,-2.370365052298878e-05,0.14406128408058924,-0.2498385068388254
2.52,-2.928575100701696,29.700971202327803,494.2494227603794,-1.958056391437695,17.777514153618764,150.25766141990064,0.99433454093194,-0.06161431056366507,-0.0036355538439145543,0.08654018608894308,-0.006746826637620679,-0.0007534645290603807,0.10454415463010781,-2.8911940196940547e-05,-9.211379850804714e-06,0.08684711241375373,0.003046393632025295,-0.009687040462830847,132.37602543019088,0.9890564256118802,-6.129075828890276e-05,-2.4065914042774226e-05,0.1475377328690064,-0.24804827518331643
2.56,-3.0066728910063616,30.410503224661262,500.2390167031361,-1.9467786932008269,17.699146585145908,149.22342894625837,0.9941446259595829,-0.06173884190656365,-0.0035259931466535077,0.08861304164119616,-0.005290831425259309,-0.00022267295956045717,0.1039247389857802,-2.848980537526017e-05,-9.226289850534864e-06,0.08615598450657164,0.0030421220153856354,-0.009891098255290389,130.98706453312138,0.9885379685599742,-6.266963581928575e-05,-2.4385098034924604e-05,0.15097244845733607,-0.24556042977218934
2.6,-3.0843111266273264,31.11690568858508,506.18742912628716,-1.9350605644355043,17.62101194009962,148.19888684047586,0.9939523319173081,-0.06184934612425602,-0.003412746437487269,0.09067358193645282,-0.005434277512942293,-0.00044500845477690395,0.1033566122161945,-2.8612788327668254e-05,-7.80087044411622e-06,0.08521225446420745,0.0030364897480702558,-0.010085466142514089,129.61952262652147,0.9880118526848097,-6.403183214429389e-05,-2.4706642482299855e-05,0.15437802383706006,-0.24377402713420326
2.64,-3.1614740919071775,31.820188726044552,512.0950587881765,-1.923069073555131,17.543221047148602,147.18412931850708,0.9937557989288736,-0.06197566820623999,-0.003311329286536757,0.09272210422281019,-0.006854783063432371,-0.0010947417188470687,0.10270616183710556,-2.9176528497597115e-05,-7.936205696319278e-06,0.08450028641013335,0.0030148742996638197,-0.01027597393700968,128.27284227183748,0.987479960650093,-6.540657905043515e-05,-2.4970801441083647e-05,0.15774448457213688,-0.241527937207898
2.68,-3.2381585063489,32.52037440730584,517.9622791024963,-1.9112076851199553,17.46625914004006,146.1784381566249,0.9935542067611741,-0.06213193862772867,-0.0032260812135609224,0.09475852449373756,-0.008372954287825567,-0.0016081027192688647,0.10209987606583867,-2.871533879832937e-05,-7.55846004814272e-06,0.08361579049987562,0.002993642556692882,-0.010467159724862493,126.94648498675923,0.9869411867315852,-6.679361135061242e-05,-2.5242189632937208e-05,0.16108100084831709,-0.23977419979585166
2.72,-3.3143769621863375,33.21750873480887,523.7894603720221,-1.89979858340489,17.390706449796518,145.18214181748507,0.9933482105442761,-0.062309427939769256,-0.0031493038839691587,0.0967826165772057,-0.008973618345872928,-0.001637326531404533,0.10148331546118873,-2.961960914116764e-05,-8.216313336674345e-06,0.08288693089552185,0.002967721472312748,-0.010648508700591792,125.63993044403252,0.9863969566320371,-6.816805253786813e-05,-2.549566385967879e-05,0.16438077335912166,-0.23776292288781478
2.7600000000000002,-3.3901487975635103,33.911650921688505,529.5769661879235,-1.8888593202519812,17.316643531024948,144.19464370408937,0.9931392443072974,-0.06248751174127781,-0.0030692110228051346,0.0987940148062829,-0.008451865680702362,-0.0012312414087415637,0.10089018776725531,-2.9815019860250714e-05,-7.801988344576138e-06,0.08205238620990127,0.0029476155093467213,-0.01083399766103928,124.35267570441819,0.9858465827027804,-6.957314549543899e-05,-2.5782095015258585e-05,0.16764996232660226,-0.23608415568934787
2.8000000000000003,-3.465488891990809,34.60285701774668,535.3251542371734,-1.8781648437718146,17.243835490013115,143.2162236795776,0.9929284733521031,-0.06264949400711467,-0.0029785602803844295,0.10079256429497929,-0.007417322591443121,-0.0007299058536220533,0.10028707252691371,-3.0450221604124833e-05,-7.775028947876988e-06,0.08131400127723873,0.0029225559798576875,-0.011016408690520476,123.08423449644042,0.9852910797301758,-7.098996284712258e-05,-2.6049705535257832e-05,0.17088441264779597,-0.23429979307939722
2.84,-3.540400956785209,35.29116854929054,541.0343913518927,-1.8674280157930305,17.17179320526064,142.24635072432338,0.9927160625279884,-0.06279397835384957,-0.002879070537937879,0.10277829556279186,-0.006716718355986272,-0.0004663081413477213,0.09968782452213068,-3.0743819565866094e-05,-8.05056529552039e-06,0.0805185012787386,0.0028964634785713086,-0.011200102128705328,121.83413652401453,0.9847301079326956,-7.242802496218651e-05,-2.6327267832380772e-05,0.17408793350464533,-0.2327371333054929
2.88,-3.614880567440276,35.97660983737761,546.7050088428325,-1.8565405120398715,17.100313762963605,141.28522731959973,0.9925013383205122,-0.06293174143755356,-0.002777682302873677,0.10475166611423484,-0.006759765183286479,-0.0005302886800034807,0.09909084534665195,-3.105909851892139e-05,-7.395043022393371e-06,0.07977620591050114,0.0028723687314300313,-0.011381637939123737,120.60192681351938,0.9841643621792255,-7.387329772302614e-05,-2.6620467376675724e-05,0.1772582919088547,-0.2311786271692776
