time,w_1,w_2,w_3,v_1,v_2,v_3,q_w,q_x,q_y,q_z
0.0,0.0,0.0,0.0,0.0,0.0,-0.24525000000000002,1.0,0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0,2.312948983836503,1.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0,4.603351647874327,1.0,0.0,0.0,0.0
0.07500000000000001,0.0,0.0,0.0,0.0,0.0,6.961954702098504,1.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,9.388547967877727,1.0,0.0,0.0,0.0
0.125,0.0,0.0,0.0,0.0,0.0,11.869434158881607,1.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,14.393889770036917,1.0,0.0,0.0,0.0
0.175,0.0,0.0,0.011879102103055204,0.0,0.0,16.959040606334995,1.0,0.0,0.0,0.0
0.19999999999999998,0.0,0.0,0.02685010824126592,0.0,0.0,19.520774655290573,0.9999999559021695,0.0,0.0,0.00029697753948031434
0.22499999999999998,0.0,0.0,0.04474571362342465,0.0,0.0,22.06708437794148,0.9999995312652259,0.0,0.0,0.0009682299977785683
0.24999999999999997,0.0,0.0,0.06521907155260817,0.0,0.0,24.596138298396433,0.9999978224823267,0.0,0.0,0.0020868710083024587
0.27499999999999997,0.0,0.0,0.08780765993040748,0.0,0.0,27.09998175973623,0.9999930906703745,0.0,0.0,0.0037173393055401115
0.3,0.0,0.0,0.11196953933730083,0.0,0.0,29.572314602482468,0.9999825210108946,0.0,0.0,0.005912501390740688
0.325,0.0,0.0,0.13713895752476374,0.0,0.0,32.01285679617229,0.9999620527977715,0.0,0.0,0.008711656815259273
0.35000000000000003,0.0,0.0,0.16278843608282295,0.0,0.0,34.44071958342846,0.9999263083430215,0.0,0.0,0.01213992930359805
0.37500000000000006,0.0,0.0,0.18851520149246226,0.0,0.0,36.865803292311384,0.9998686221892318,0.0,0.0,0.016209206069617364
0.4000000000000001,0.0,0.0,0.21402660407764773,0.0,0.0,39.2876804883806,0.9997811270187758,0.0,0.0,0.02092123459709433
0.4250000000000001,0.0,0.0,0.23911052910488634,0.0,0.0,41.70602125522849,0.9996548747332331,0.0,0.0,0.026270352530638526
0.4500000000000001,0.0,0.0,0.2636315771957938,0.0,0.0,44.120460804281386,0.9994799794099396,0.0,0.0,0.032245476561940295
0.47500000000000014,0.0,0.0,0.2875207369021903,0.0,0.0,46.53062676266523,0.9992457536285461,0.0,0.0,0.038831995252869685
0.5000000000000001,0.0,0.0,0.31076170744587617,0.0,0.0,48.93591438042037,0.9989408224227796,0.0,0.0,0.04601340345269967
0.5250000000000001,0.0,0.0,0.33337545144582587,0.0,0.0,51.333614275097254,0.9985532074325754,0.0,0.0,0.05377259456373993
0.5500000000000002,0.0,0.0,0.3553994813227767,0.0,0.0,53.72336317107826,0.998070382479967,0.0,0.0,0.062092766215499945
0.5750000000000002,0.0,0.0,0.37688649580960404,0.0,0.0,56.10475205892789,0.9974793178321105,0.0,0.0,0.07095780786627819
0.6000000000000002,0.0,0.0,0.39789473667386316,0.0,0.0,58.47737148746633,0.9967664977835728,0.0,0.0,0.08035265332439777
0.6250000000000002,0.0,0.0,0.41848139213316143,0.0,0.0,60.84365292365211,0.9959179284480809,0.0,0.0,0.09026339122635987
0.6500000000000002,0.0,0.0,0.43870941146306514,0.0,0.0,63.2035074025133,0.9949191421718719,0.0,0.0,0.10067720963548031
0.6750000000000003,0.0,0.0,0.4586317512005381,0.0,0.0,65.55657032735677,0.9937551729748068,0.0,0.0,0.11158250842229704
0.7000000000000003,0.0,0.0,0.4782905778859704,0.0,0.0,67.90250381873513,0.9924105597448096,0.0,0.0,0.12296861756966279
0.7250000000000003,0.0,0.0,0.4977188897270087,0.0,0.0,70.24733287188526,0.9908693586431396,0.0,0.0,0.13482549500051325
0.7500000000000003,0.0,0.0,0.5169695241834633,0.0,0.0,72.59234550534838,0.9891151605722103,0.0,0.0,0.14714346443594095
0.7750000000000004,0.0,0.0,0.5360839160941803,0.0,0.0,74.93722503832186,0.9871310036718584,0.0,0.0,0.15991366917743283
0.8000000000000004,0.0,0.0,0.5550881371341588,0.0,0.0,77.28154480264145,0.9848993770374905,0.0,0.0,0.1731277479526699
0.8250000000000004,0.0,0.0,0.573998246705055,0.0,0.0,79.61894582766634,0.9824022586844073,0.0,0.0,0.18677741333409334
0.8500000000000004,0.0,0.0,0.592795760592813,0.0,0.0,81.94857403888997,0.9796211537795095,0.0,0.0,0.20085416368027428
0.8750000000000004,0.0,0.0,0.6114717846936826,0.0,0.0,84.27008954645403,0.9765372841689773,0.0,0.0,0.2153483982477654
0.9000000000000005,0.0,0.0,0.6300243715343216,0.0,0.0,86.58315622964395,0.9731316004165357,0.0,0.0,0.23024962165170182
0.9250000000000005,0.0,0.0,0.648454435260723,0.0,0.0,88.878452272249,0.9693847927334708,0.0,0.0,0.24554658135898763
0.9500000000000005,0.0,0.0,0.6667161368822017,0.0,0.0,91.15493515737953,0.9652773154151609,0.0,0.0,0.2612273039804601
0.9750000000000005,0.0,0.0,0.6847892359071155,0.0,0.0,93.41226992121021,0.9607897503835644,0.0,0.0,0.27727793918357074
1.0000000000000004,0.0,0.0,0.7026676042549542,0.0,0.0,95.65013754528002,0.9559027564746588,0.0,0.0,0.29368336719015786
1.0250000000000004,0.0,0.0,0.7203503184926505,0.0,0.0,97.97446026867588,0.9505970513801523,0.0,0.0,0.31042752118225675
1.0500000000000003,0.0,0.0,0.7384538268348568,0.0,0.0,100.2335310666021,0.9448534344643862,0.0,0.0,0.3274934921198496
1.0750000000000002,0.0,0.0,0.756272561288421,0.0,0.0,102.46308436200552,0.9386475220013145,0.0,0.0,0.34487799210850195
1.1,0.0,0.0,0.7738164772871411,0.0,0.0,104.67794203942073,0.93196041998899,0.0,0.0,0.362560030303873
1.125,0.0,0.0,0.7911827017976908,0.0,0.0,106.93470775809641,0.9247735171247109,0.0,0.0,0.3805179917228515
1.15,0.0,0.0,0.8087546469247507,0.0,0.0,109.1958416776887,0.9170676605649806,0.0,0.0,0.39873162145216645
1.1749999999999998,0.0,0.0,0.8263838364527759,0.0,0.0,111.4096992512685,0.9088200142838058,0.0,0.0,0.4171884246203182
1.1999999999999997,0.0,0.0,0.8436996677138474,0.0,0.0,113.5771615838911,0.9000090200713032,0.0,0.0,0.43587126974634677
1.2249999999999996,0.0,0.0,0.860634834745552,0.0,0.0,115.71871014066838,0.8906173161686383,0.0,0.0,0.45475355539079837
1.2499999999999996,0.0,0.0,0.8773185296495591,0.0,0.0,117.83922644439765,0.8806290849792563,0.0,0.0,0.4738063050325497
1.2749999999999995,0.0,0.0,0.8938080802771509,0.0,0.0,119.93825973812872,0.8700278682941301,0.0,0.0,0.49300254400111576
1.2999999999999994,0.0,0.0,0.9101104589561639,0.0,0.0,122.02224417227625,0.8587972514233518,0.0,0.0,0.5123156067774007
1.3249999999999993,0.0,0.0,0.9262738090091176,0.0,0.0,124.16622882650535,0.8469214643825922,0.0,0.0,0.5317180015459753
1.3499999999999992,0.0,0.0,0.9428487895833451,0.0,0.0,126.29656020318228,0.8343848678463427,0.0,0.0,0.5511822677745007
1.3749999999999991,0.0,0.0,0.9593470281870713,0.0,0.0,128.35325532195415,0.8211647406230023,0.0,0.0,0.5706912201511055
1.399999999999999,0.0,0.0,0.975279311888776,0.0,0.0,130.33677675861964,0.8072453303512482,0.0,0.0,0.5902160423320465
1.424999999999999,0.0,0.0,0.9906197734550003,0.0,0.0,132.29839706869944,0.7926191294247052,0.0,0.0,0.6097170783814592
1.4499999999999988,0.0,0.0,1.005764834140678,0.0,0.0,134.23805333194062,0.777280856390083,0.0,0.0,0.629153773166385
1.4749999999999988,0.0,0.0,1.0207281803877166,0.0,0.0,136.15563821205726,0.7612207438210202,0.0,0.0,0.6484928520628216
1.4999999999999987,0.0,0.0,1.035510040504982,0.0,0.0,138.05090571909975,0.7444300315311602,0.0,0.0,0.6677004778750094
1.5249999999999986,0.0,0.0,1.0501092279952455,0.0,0.0,139.94193311869032,0.7269012328508759,0.0,0.0,0.6867420168301024
1.5499999999999985,0.0,0.0,1.0646734129201774,0.0,0.0,141.82873540967452,0.7086282263171395,0.0,0.0,0.7055820553745856
1.5749999999999984,0.0,0.0,1.0791988938267354,0.0,0.0,143.74539094748164,0.6896036313034747,0.0,0.0,0.7241870143085013
1.5999999999999983,0.0,0.0,1.0939704268071206,0.0,0.0,145.66837298980448,0.6698213422227218,0.0,0.0,0.7425223023606438
1.6249999999999982,0.0,0.0,1.1087725197068765,0.0,0.0,147.50703303473824,0.6492711300331998,0.0,0.0,0.7605570325132834
1.6499999999999981,0.0,0.0,1.1228451437736628,0.0,0.0,149.18185084225314,0.6279478128342385,0.0,0.0,0.778255449294572
1.674999999999998,0.0,0.0,1.1355701368360889,0.0,0.0,150.73330294071098,0.6058626447179959,0.0,0.0,0.795569265202795
